40000000	.0841250000
44000000	.0924798000
48000000	.1007154000
52000000	.1094060000
56000000	.1178502000
60000000	.1260850000
64000000	.1346450000
68000000	.1427642000
72000000	.1513294000
76000000	.1597158000
80000000	.1678552000
84000000	.1764128000
88000000	.1848670000
92000000	.1930978000
96000000	.2016902000
100000000	.2101700000
104000000	.2186748000
108000000	.2268244000
112000000	.2354090000
116000000	.2439238000
120000000	.2519380000
124000000	.2602220000
128000000	.2690796000
132000000	.2772354000
136000000	.2857684000
140000000	.2938848000
144000000	.3025586000
148000000	.3109734000
152000000	.3193614000
156000000	.3274680000
160000000	.3367460000
164000000	.3445962000
168000000	.3530778000
172000000	.3616892000
176000000	.3696772000
180000000	.3780312000
184000000	.3864506000
188000000	.3958532000
192000000	.4040470000
196000000	.4135262000
200000000	.4227084000
204000000	.4284610000
208000000	.4379710000
212000000	.4458342000
216000000	.4541028000
220000000	.4628124000
224000000	.4704054000
228000000	.4787504000
232000000	.4875136000
236000000	.4959086000
240000000	.5035640000
244000000	.5128054000
248000000	.5210914000
252000000	.5301542000
256000000	.5384124000
260000000	.5477762000
264000000	.5545614000
268000000	.5632762000
272000000	.5717850000
276000000	.5797156000
280000000	.5876624000
284000000	.5963050000
288000000	.6059010000
292000000	.6136042000
296000000	.6223386000
300000000	.6299242000
304000000	.6384240000
308000000	.6466152000
312000000	.6607104000
316000000	.6647056000
320000000	.6733668000
324000000	.6805816000
328000000	.6892904000
332000000	.6984624000
336000000	.7073124000
340000000	.7143778000
344000000	.7227350000
348000000	.7309490000
352000000	.7405798000
356000000	.7481186000
360000000	.7564686000
364000000	.7644020000
368000000	.7727722000
372000000	.7812552000
376000000	.7897872000
380000000	.7984742000
384000000	.8078252000
388000000	.8146624000
392000000	.8234716000
396000000	.8318608000
400000000	.8401130000
404000000	.8489414000
408000000	.8611092000
412000000	.8672068000
416000000	.8740710000
420000000	.8827578000
424000000	.8904120000
428000000	.8990312000
432000000	.9073958000
436000000	.9153068000
440000000	.9233976000
444000000	.9317858000
448000000	.9431150000
452000000	.9509412000
456000000	.9577392000
460000000	.9656460000
464000000	.9743230000
468000000	.9825742000
472000000	.9920592000
476000000	.9995838000
480000000	1.0072138000
484000000	1.0169662000
488000000	1.0248210000
492000000	1.0332680000
496000000	1.0414762000
500000000	1.0530542000
504000000	1.0585798000
508000000	1.0675818000
512000000	1.0752562000
516000000	1.0841856000
520000000	1.0921330000
524000000	1.1009998000
528000000	1.1166104000
532000000	1.1177156000
536000000	1.1259334000
540000000	1.1326334000
544000000	1.1426078000
548000000	1.1509830000
552000000	1.1603774000
556000000	1.1673910000
560000000	1.1757862000
564000000	1.1845168000
568000000	1.1914650000
572000000	1.2015880000
576000000	1.2103242000
580000000	1.2177824000
584000000	1.2271890000
588000000	1.2340722000
592000000	1.2441986000
596000000	1.2501402000
600000000	1.2616006000
604000000	1.2681568000
608000000	1.2778632000
612000000	1.2855232000
616000000	1.2948704000
620000000	1.3021274000
624000000	1.3093832000
628000000	1.3193708000
632000000	1.3273522000
636000000	1.3353022000
640000000	1.3445940000
644000000	1.3513268000
648000000	1.3610046000
652000000	1.3684734000
656000000	1.3780790000
660000000	1.3858078000
664000000	1.3934686000
668000000	1.4026742000
672000000	1.4109648000
676000000	1.4188898000
680000000	1.4307956000
684000000	1.4365300000
688000000	1.4443340000
692000000	1.4534962000
696000000	1.4609388000
700000000	1.4701048000
704000000	1.4775178000
708000000	1.4870218000
712000000	1.4946566000
716000000	1.5026428000
720000000	1.5128152000
724000000	1.5194828000
728000000	1.5288658000
732000000	1.5369834000
736000000	1.5466844000
740000000	1.5531380000
744000000	1.5629576000
748000000	1.5708698000
752000000	1.5786912000
756000000	1.5882128000
760000000	1.5962670000
764000000	1.6045142000
768000000	1.6140412000
772000000	1.6205052000
776000000	1.6323928000
780000000	1.6397508000
784000000	1.6457702000
788000000	1.6590414000
792000000	1.6632762000
796000000	1.6705392000
800000000	1.6799444000
804000000	1.6897816000
808000000	1.6959886000
812000000	1.7050686000
816000000	1.7133334000
820000000	1.7235188000
824000000	1.7304318000
828000000	1.7388674000
832000000	1.7464702000
836000000	1.7569656000
840000000	1.7644704000
844000000	1.7715636000
848000000	1.7804964000
852000000	1.7879252000
856000000	1.7991256000
860000000	1.8071776000
864000000	1.8139808000
868000000	1.8217080000
872000000	1.8306230000
876000000	1.8392696000
880000000	1.8481920000
884000000	1.8567350000
888000000	1.8648722000
892000000	1.8734936000
896000000	1.8823778000
900000000	1.8922264000
904000000	1.8999928000
908000000	1.9061630000
912000000	1.9160646000
916000000	1.9260830000
920000000	1.9333906000
924000000	1.9382760000
928000000	1.9484382000
